"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","Chilling_Hours","Utah_Model","Chill_Portions","GDH","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","ACC_TMAX_Fall","ACC_TMAX_Spring","ACC_TMAX_Winter","ACC_TMIN_Fall","ACC_TMIN_Spring","ACC_TMIN_Winter","ACC_TAVG_Fall","ACC_TAVG_Spring","ACC_TAVG_Winter","ACC_PRCP_Fall","ACC_PRCP_Spring","ACC_PRCP_Winter","AVG_TMAX_Fall","AVG_TMAX_Spring","AVG_TMAX_Winter","AVG_TMIN_Fall","AVG_TMIN_Spring","AVG_TMIN_Winter","AVG_TAVG_Fall","AVG_TAVG_Spring","AVG_TAVG_Winter","AVG_PRCP_Fall","AVG_PRCP_Spring","AVG_PRCP_Winter","bloom_doy"
2003,5.2,14.7,20.1,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,23.7,24.7,24.7,24.7,24.7,25.4,27.9,27.9,27.9,27.9,27.9,27.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,30.5,32.2,36.4,41.6,45.2,46.5,47.6,53.7,56.8,59.3,61.8,65.6,71.9,81.9,88.1,90.9,91.8,91.8,92.9,93.7,96.1,98.6,102.5,103.1,106,110.9,117.8,125.3,133.2,141.9,151.7,161.9,171.7,179.3,186.6,189.8,190.9,191.4,194.2,197.3,197.3,197.3,197.8,197.8,198.8,202.5,209.8,219.6,230.6,242.4,253.1,262.5,267,275.1,284.8,294.6,303.8,314.9,328.2,337.4,347.2,360.9,373.1,382.9,392,400.7,410,423.1,437.2,452.2,465.5,480.4,492.5,503.5,515.3,527.2,535,539.8,545.6,554.2,925,951,42.785313182073,1300.77311235886,77,88.8,6.83373982530795,89.9,8.87505868525198,1340.6,1603.2,389.2,522.4,565.2,-141.5,903.6,1059.4,115.8,2160,1499,1012,14.7318681318681,17.4260869565217,4.32444444444444,5.74065934065934,6.14347826086957,-1.57222222222222,9.92967032967033,11.5152173913043,1.28666666666667,23.7362637362637,16.2934782608696,11.2444444444444,92
2004,0,0,0,0,0,0,0,0,2.8,5.2,10,15.1,22.1,24.7,24.7,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,33.4,37.9,40.6,42.4,45.5,50.3,55.9,56.9,56.9,56.9,56.9,56.9,56.9,56.9,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.6,57.6,57.6,57.6,57.6,57.6,57.6,59.9,63.7,68.9,76,85.3,95.2,104.3,114.4,121.6,124,125,125.4,125.4,125.4,125.4,126.1,129.5,134.9,141.3,149.7,158.4,166.2,172.6,178.6,180.7,181.3,183,184.7,186.8,189.5,193.1,196,200.5,206.7,215,222.7,230.6,234.6,239.6,252.5,265.2,274.5,282.6,289.9,299,308.9,319.1,330.2,340.4,348.6,358,367.9,377.7,382.4,386.1,391.2,396.1,399.5,406.7,416.1,424.4,430.8,439,448.8,903,743,40.9693974996623,922.195989585876,92,88.4,6.50384501660364,90.9,8.43866761468368,1385.5,1389.1,480.6,713.4,445.7,-64.4,1030.3,900.8,197.2,2350,1112,2262,15.2252747252747,15.0989130434783,5.28131868131868,7.83956043956044,4.8445652173913,-0.707692307692308,11.321978021978,9.79130434782609,2.16703296703297,25.8241758241758,12.0869565217391,24.8571428571429,92
2005,0,1.8,1.8,1.8,1.8,6,7.8,9.7,14.4,15.7,16.3,17.2,18.1,18.1,18.1,18.1,18.1,18.1,18.1,20.4,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,25.5,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,33.7,39.1,46.3,55.2,64.8,74.5,82.6,89.9,96.8,105.9,113.9,122.5,129.6,137,144.7,152.2,159.3,164.9,171.8,179.4,187.3,195.3,201.7,211,219.1,222.7,222.7,225,228.5,233.3,239.4,247.5,254.6,259.2,261.4,268,273.6,277.2,281.3,286.4,293.1,300.1,306.9,315.8,322.9,333.1,346.9,361.5,377.9,393.8,405,412.8,420.2,426.1,432.3,438.4,444.9,450.5,455.9,464.1,474.3,483.9,493.6,499.5,716,579.5,38.3767960487438,1319.3810742817,92,89,7.03562363973514,91.1,8.51730265074833,1426.9,1450.4,360.4,687.6,516.8,-148.2,1018.9,971,96.7,1312,2191,911,15.6802197802198,15.7652173913043,4.00444444444444,7.55604395604396,5.61739130434783,-1.64666666666667,11.1967032967033,10.554347826087,1.07444444444444,14.4175824175824,23.8152173913043,10.1222222222222,95
2006,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.9,1.9,1.9,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,3,7.3,8.9,11.7,12.9,14.4,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,16.6,16.6,16.6,16.6,16.6,16.6,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,21.2,24,28.3,29.2,29.8,32.9,41.4,52.6,63.9,68.8,73.2,79.8,89.1,96.5,103.8,109.3,114.2,114.2,114.2,115.8,121.2,123.8,123.8,124.7,125.9,129,136.4,142.6,150.5,157.2,165.1,172.1,181,192.1,203.2,214.5,225.9,236.2,245.3,254.1,261.2,264.5,267.3,274.5,285.6,298.8,313.2,325.9,337.2,347.3,355.7,360.3,366.9,376.9,388.3,399.3,410.4,423.6,436.1,711,815,42.4908151162741,2827.08348616589,95,93.4,12.0954536913669,91.3,8.99444272870754,1607,1320,368,867,490.4,-136.7,1199.2,881.7,100.3,2756,4226,886,17.6593406593407,14.3478260869565,4.08888888888889,9.52747252747253,5.3304347826087,-1.51888888888889,13.178021978022,9.58369565217391,1.11444444444444,30.2857142857143,45.9347826086956,9.84444444444444,111
2007,5.7,6,7.5,9.2,12.5,15.8,20.1,24.7,31.9,38.1,44.8,49.9,54.6,58.9,59.2,60.5,65.9,75.4,85.1,93.3,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,98.6,98.6,99.2,99.2,99.4,101.8,102.6,103.3,107.4,112.1,115,115.5,118.9,122.3,124.3,126.7,129.1,131.2,134.8,140.2,145.9,150.3,154.6,157.3,160,167.3,173,176.3,183.5,189,193.9,199,204.3,208.4,210.9,213.1,215.1,218.8,223.6,228.3,233.2,238.7,242.9,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.8,250.9,255.3,260.1,264.7,267.9,268.7,272.6,279.1,285,287.8,292.5,299.1,308.1,315,323.3,332.4,341.8,352.9,365.5,379.1,393.6,406.8,420,428.5,436,445.3,455,467,481.1,495.8,511.4,526.8,540.2,555.3,569.5,582.3,594.2,603.5,613.8,623.4,632.1,643.9,654.8,666.7,678.1,692.7,706,719.3,735.6,745,751.5,758.4,797,815,38.242987332022,873.199343578655,111,96.8,8.04363102087608,92.6,8.24890565132397,1245.9,1669.1,712,540.4,642,153.8,870.7,1143,423.5,842,2250,1441,13.6912087912088,18.1423913043478,7.91111111111111,5.93846153846154,6.97826086956522,1.70888888888889,9.56813186813187,12.4239130434783,4.70555555555556,9.25274725274725,24.4565217391304,16.0111111111111,94
2008,0,0,0,0,2.1,4.5,7.6,7.6,7.6,9.7,13,13.8,13.8,13.8,14.9,17.9,19.3,24.5,32.4,37.7,40.9,43,43,43,43.5,43.5,43.5,43.5,43.5,43.5,43.5,47.1,47.1,47.1,47.1,48.2,54.2,54.9,54.9,54.9,54.9,54.9,54.9,54.9,54.9,54.9,54.9,54.9,54.9,54.9,54.9,57.8,62.5,69.6,75.3,79.6,84.9,89.2,93.1,100.8,108.6,116,120.8,120.8,120.8,120.8,120.8,121.4,123.9,128.5,133.7,140.3,144.1,151.5,159.3,165.8,168.6,168.6,168.6,168.6,168.7,168.7,168.7,168.7,168.7,169.5,170.7,173.8,179.6,188.2,193.4,200.2,206.6,210.5,213.7,218.3,219.5,219.5,219.5,223.6,228.2,233.4,237.8,243.1,246.7,248.6,250.2,252.3,258.9,267,273.7,279.4,285.3,293,302.7,312,321.1,331.9,341,348.7,354.4,361.2,371.6,382.2,394.1,405.8,418.4,431.5,444.7,458.2,473.6,486.4,498.7,512,525.7,537.6,785,706.5,37.3767253057287,1412.75882505901,94,96.2,8.5848704125339,92.5,8.28988674363059,1283.7,1390.9,643.6,615.2,587.4,29.9,917.1,975,324.1,2566,2307,1398,14.1065934065934,15.1184782608696,7.07252747252747,6.76043956043956,6.38478260869565,0.328571428571429,10.078021978022,10.5978260869565,3.56153846153846,28.1978021978022,25.0760869565217,15.3626373626374,89
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.6,3.6,3.6,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,6.8,6.8,6.8,6.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,10.3,10.4,10.4,10.5,13.2,16.2,19,21.8,23.5,25.3,25.3,25.3,25.3,26.6,26.8,28.4,29.7,30.4,36,40.9,46.9,51.3,54.7,57.8,59.9,59.9,59.9,60.9,64.6,65,65.7,68.6,73.5,76.7,79,81.1,85.7,89.8,97.4,107.7,116.1,125,134.9,144.9,153.1,163.1,174.8,186.6,196.3,207,218.5,230.6,238,245.2,252,258.9,268.3,278.4,289.7,297.7,304.7,316.4,326.9,334.6,340.2,345.6,352.4,362.1,371.9,382.5,389.7,395.9,406.1,418.8,431.9,444.7,457.3,471,483.9,497.6,511.7,521.8,531.9,734,947.5,44.6275609669843,2235.7997320038,89,97.8,8.34865258589672,93.1,8.62103370960943,1451.9,1567.8,368.1,745.2,659.1,-142.5,1072.9,1092,107.2,1724,1747,1798,15.9549450549451,17.0413043478261,4.09,8.18901098901099,7.16413043478261,-1.58333333333333,11.7901098901099,11.8695652173913,1.19111111111111,18.9450549450549,18.9891304347826,19.9777777777778,100
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.7,6.2,11.4,16,21.4,25.9,31.5,38.2,41.6,43.8,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,46.5,49.3,55.2,63.1,71.2,79.7,85.6,92.2,100.3,110.1,114.5,118.9,124.4,133.8,139.8,143.6,144.5,147.4,152.5,157,160.3,166.3,175.3,183.6,191.2,197.9,200.9,203,205.7,208.8,212.6,217.2,224,232.3,242.5,250.6,258.7,265.3,273,282.9,296,308.3,319.2,331.6,346.9,358.4,366.9,374,380.9,386.1,389,392.2,396.9,404.3,412,420.4,428.8,436.4,440.4,445.1,449.8,456.4,656,594.5,32.5599289425885,1897.60735932818,100,98.4,8.20365772079747,93.7,8.74388675335835,1284.9,1349.9,268.1,563.5,490.1,-190.9,908.6,903.2,44.4,1563,2053,2226,14.1197802197802,14.6728260869565,2.97888888888889,6.19230769230769,5.32717391304348,-2.12111111111111,9.98461538461538,9.81739130434783,0.493333333333333,17.1758241758242,22.3152173913043,24.7333333333333,98
2011,0,0,0,0,0,2.7,7.2,14.5,17.7,17.7,17.9,19.8,26.5,32.8,36.8,36.9,36.9,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,39.4,43.4,44.3,45.2,45.8,45.8,46,49.6,52.1,55.5,59.2,61.1,62.3,62.7,62.7,63.8,63.8,63.8,63.8,63.8,63.8,65.5,66.9,67.8,67.8,69.3,69.8,69.8,69.8,69.8,69.8,69.8,71.7,75.1,80.3,84.7,88.9,93.6,101.1,106.4,110.6,114,116.8,118.2,118.9,120.7,123.8,128.4,134.7,142.8,149.3,155.6,161.9,167.9,175,182.6,193.3,205.6,217.9,225,232.9,243.8,257.6,268.8,278.9,288.8,300.1,306.9,309.9,314.8,318.9,323.7,330,338.2,348.3,359.2,370.9,382.6,394.7,406.6,418.1,427.5,435.8,444.4,453.1,462.2,472.5,483.1,489.7,495.6,503.7,515.8,530.5,546,561.6,577,592.3,604.9,616.9,626.2,632.9,640.7,870,1054,46.1687319661935,2202.29778480939,98,94.2,4.81663783151692,93.8,8.68971294756686,1516.5,1728.8,634.7,703.7,560.8,78.4,1054.5,1143,347.1,1297,1169,1839,16.6648351648352,18.7913043478261,7.05222222222222,7.73296703296703,6.09565217391304,0.871111111111111,11.5879120879121,12.4239130434783,3.85666666666667,14.2527472527473,12.7065217391304,20.4333333333333,90
2012,7.4,10.8,13.9,16.9,19.7,19.7,20.5,21.9,23,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,25.6,27.5,32,35.4,38.5,38.9,38.9,38.9,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.1,39.7,39.7,39.7,39.7,39.7,39.7,42.9,46.2,48.1,48.1,49.4,52.4,56.5,60.9,66.6,70.3,70.9,71.3,72,73.2,73.2,74.1,76.7,81.2,85,88.8,94.6,103,110.7,113.5,115.3,118.2,122.5,128.9,136.1,143.9,152.3,159.7,166.6,174.7,183.8,192.1,198.6,202.4,207.8,215.7,221.8,226.4,230.5,234.9,235.5,237.2,244.8,248.7,252.3,257.2,260.5,263.7,264.9,267.8,272.7,277.3,281.9,287,290.8,295.9,299.8,306.4,317.1,328.5,344.7,358.9,369.8,380.6,389.9,398.6,409.7,418.9,427.5,436.5,446.6,458.4,475.1,494.4,503.2,510.1,517.7,523.4,807,965.5,43.3231751083908,1949.44747051053,90,94,4.84767985741633,95.4,6.43255608430877,1379.3,1564,467.1,677.2,572,-121.7,989.4,1040.1,164.4,3156,1801,1693,15.1571428571429,17,5.13296703296703,7.44175824175824,6.21739130434783,-1.33736263736264,10.8725274725275,11.3054347826087,1.80659340659341,34.6813186813187,19.5760869565217,18.6043956043956,93
2013,0,0,0,3,6,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,10.5,19.2,24.4,29.5,29.5,29.5,29.9,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.6,32.4,36.1,42,48,54.4,58.3,59.1,59.7,59.7,59.7,59.7,59.7,60.6,60.9,62.7,64.4,65.9,68,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.6,70.3,70.3,71.1,71.7,72.8,76.3,83.2,92,98.3,105.5,117.9,131.2,144.5,159.1,171.7,176.9,179.3,184,190.1,198.8,209.2,222.3,234.1,238.2,241.8,246.9,253.2,261.1,270.7,278.6,286.8,296.3,306.8,318,330.6,342.6,351,358.6,365.2,373.2,383.3,393.2,400.9,955,826.5,43.0420690577764,1429.94190929775,93,97.6,6.58027355054484,96.9,7.24875468231919,1363.3,1166.4,409.6,720.3,465.9,-94.4,1020.9,789.3,153.7,2455,2421,1826,14.9813186813187,12.6782608695652,4.55111111111111,7.91538461538462,5.06413043478261,-1.04888888888889,11.2186813186813,8.57934782608696,1.70777777777778,26.978021978022,26.3152173913043,20.2888888888889,107
2014,0,2,4.6,7.3,8.2,9,13.9,19,22.9,24.7,26.4,28,28.6,29.4,29.4,30.8,31.9,31.9,31.9,31.9,32.3,32.3,32.3,32.3,32.3,33.6,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,37.9,40.8,41.6,43.7,44.5,45.8,47.3,49.6,50.9,53.4,55.4,57.2,58.8,62,65.8,67.9,69.2,71.6,74.2,77.4,79.3,81.5,84.3,85.5,86.3,87.2,87.6,90.1,91.7,93.8,98.4,103.8,107.5,111.3,115,120.2,126.4,130.8,138.2,146.3,154.9,162,170.3,179.8,184.9,187.1,187.4,187.7,187.7,190.5,195.9,202.8,211,220.3,229.6,240.8,251.4,260.8,268.4,278.4,289.7,298.7,305.3,313.5,323.7,334.6,344.7,351.9,355.3,358.9,365.2,368.2,369.6,377.5,384.8,393.9,404.8,417.1,428.2,437.5,444.5,450.2,457,463.6,471.3,479.4,483.5,489.6,498.2,509.3,519,530.5,542.8,555.5,563.3,569.2,574.7,580.1,585.6,592.7,755,1055,44.1674976357797,2149.23034784481,107,94.4,8.67755725996665,96.1,8.22529972435993,1548.7,1563.8,693.7,838.2,581.3,150.2,1146.7,1052.1,416.6,2022,1429,1784,17.0186813186813,16.9978260869565,7.70777777777778,9.21098901098901,6.31847826086956,1.66888888888889,12.6010989010989,11.4358695652174,4.62888888888889,22.2197802197802,15.5326086956522,19.8222222222222,84
2015,0,0,1.3,1.3,1.3,1.3,1.3,4.1,9.1,19.3,20.6,20.8,23.5,26.2,27,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,28.1,28.1,28.1,28.1,28.1,28.1,29,29,29,29,29.7,30.1,30.5,30.5,30.5,33.1,37.5,40.2,40.4,40.7,40.7,43.2,46.55,52.95,57.35,61.05,62.35,64.05,64.85,65.25,67.85,72.85,79.35,84.65,88.75,93.05,95.65,100.55,105.75,107.95,109.75,113.35,116.35,123.25,129.95,138.15,140.65,143.05,144.45,146.05,146.95,147.55,149.65,154.15,162.05,172.85,182.05,192.15,202.55,213.35,226.05,237.25,245.35,250.85,257.95,265.05,273.75,283.55,291.55,301.45,310.55,321.55,332.15,336.95,343.35,350.95,358.15,367.05,378.05,391.95,405.55,416.35,425.95,437.25,448.75,460.95,475.25,491.35,508.65,522.55,527.75,537.85,746,828,40.3077742886161,3510.56043535788,84,95,9.08295106229247,96.7,8.35397443669113,1314.4,1458,603.3,594,495.8,49.8,1007.4,1025.95,309.1,1310,1427,1072,15.4635294117647,16.953488372093,7.18214285714286,6.98823529411765,5.76511627906977,0.592857142857143,11.0703296703297,11.1516304347826,3.43444444444444,15.4117647058824,16.593023255814,12.7619047619048,101
2016,1,2.3,4,5.7,7.2,8.1,9.8,11.1,12.7,15.1,17.4,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.4,19.4,21.1,23.1,25.8,29.4,31.5,33.2,37.4,45,51.8,53,53.9,58.2,61.4,62.2,67.3,72.6,72.6,73,73,75.5,76.8,76.8,76.8,76.8,76.8,76.8,78.9,86.7,91.6,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.4,94.6,95.6,97.2,98.6,98.6,98.9,99.7,102.3,103.3,103.7,104.8,107.6,108.2,112.6,115.9,123.3,127.9,134.1,141,148.8,157.7,162.5,168.7,178.5,188.1,195.5,203.3,208,211.2,214.5,222.8,231.2,240.1,246.3,254,260.4,269.3,273.6,275.7,280.3,287.6,297,307.9,313.2,314.6,316,317.9,318.3,319.9,324.8,329.9,332.4,339.8,345.5,351.1,359.8,371.5,384.3,397.7,411.5,424.5,436,444.5,453.8,461.9,467,805,752,40.4544108258278,1133.91365147369,101,96.4,8.64869932417586,95.3,6.70074622710038,1397.6,1269.6,563.8,661.8,470.6,1.3,1007.9,897.4,298.4,1568,3113,2080,15.3582417582418,14.7627906976744,6.48045977011494,7.27252747252747,5.47209302325581,0.0149425287356322,11.0758241758242,9.75434782608696,3.27912087912088,17.2307692307692,36.1976744186046,23.9080459770115,97
2017,0,0,0,0,0,0,0,0,0,0,0,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,3.6,4.4,7.5,11.3,13.8,13.8,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,16.1,20,23.4,23.4,23.8,27.4,33.7,39.6,46.1,47.5,47.5,48.8,53.5,54.5,57.9,62,65.5,68.4,71.4,73,74.7,76.3,83.2,88.3,92.4,97,100.9,105.6,111,117.4,125.5,131.6,140.2,148.1,154.5,156.3,163.4,169.7,176.5,182.4,189.5,198.3,207,217.3,228,235.6,243.4,252.3,260.4,267.7,273.2,278.6,286.7,297.3,309.8,317.4,325.6,335,342.3,349.8,355.3,359.6,361,361,361.3,364.7,370.3,375.2,382.2,388.4,388.4,388.4,390.2,395,403.7,407.9,413.2,420.4,426.4,435.8,443.3,451,456.6,462.4,471.5,482.9,493.3,504.8,516.2,528.8,542.7,1014,873,43.3722313706479,1386.08591849286,97,94.8,10.0598210719674,94.4,7.4565407529229,1408.9,1603.2,478.5,603.9,559.3,-63.5,976.6,1080.4,195.3,1682,2153,1534,15.4824175824176,17.4260869565217,5.56395348837209,6.63626373626374,6.07934782608696,-0.738372093023256,10.7318681318681,11.7434782608696,2.17,18.4835164835165,23.4021739130435,17.0444444444444,85
